,year,COUNTRY,mount_kba_area,kba,cum_overlap,cum_percPA
31705,1961,SAU,25307037331,25307037331,0,0
31706,1961,SDN,9534571050,9534571050,8399680300,88.09709694
31707,1961,SEN,8543309588,8543309588,8164475980,95.56572773
31708,1961,SGS,3496304723,3496304723,0,0
31709,1961,SHN,188119019.5,188119019.5,0,0
31710,1961,SJM,59328163374,59328163374,0,0
31711,1961,SLB,6998809470,6998809470,0,0
31712,1961,SLE,4209833796,4209833796,541804063.7,12.86996328
31713,1961,SLV,3202520351,3202520351,0,0
31714,1961,SOM,9617525883,9617525883,0,0
31715,1961,SRB,9924814813,9924814813,256773977.2,2.587191621
31716,1961,SSD,51819760793,51819760793,1298766850,2.506315796
31717,1961,STP,777443271.1,777443271.1,0,0
31718,1961,SUR,39376384561,39376384561,0,0
31719,1961,SVK,12886764181,12886764181,1552787.838,0.012049478
31720,1961,SVN,5008062138,5008062138,825526638.9,16.48395359
31721,1961,SWE,14249867777,14249867777,0,0
31722,1961,SWZ,1904360504,1904360504,0,0
31723,1961,SYC,141803298.1,141803298.1,0,0
31724,1961,SYR,5254678484,5254678484,0,0
31725,1961,TCD,1739715614,1739715614,0,0
31726,1961,TGO,2165621490,2165621490,2075182105,95.82386001
31727,1961,THA,81468891068,81468891068,0,0
31728,1961,TJK,8531617644,8531617644,353144313,4.139242143
31729,1961,TKM,15616698481,15616698481,2738977022,17.53877124
31730,1961,TLS,5335904599,5335904599,0,0
31731,1961,TON,70322026.57,70322026.57,0,0
31732,1961,TTO,537181760.9,537181760.9,187133839.6,34.83622364
31733,1961,TUN,9491864350,9491864350,4627607128,48.75340563
31734,1961,TUR,39446693366,39446693366,0,0
31735,1961,TWN,6513135462,6513135462,0,0
31736,1961,TZA,1.79575E+11,1.79575E+11,1.11441E+11,62.05812716
31737,1961,UGA,21904875127,21904875127,18990208808,86.69398341
31738,1961,UKR,3832586985,3832586985,0,0
31739,1961,USA,4.36424E+11,4.36424E+11,18345985350,4.203709571
31740,1961,UZB,15860987882,15860987882,274504624.1,1.730690586
31741,1961,VCT,214303794,214303794,32059809.28,14.95998213
31742,1961,VEN,1.81588E+11,1.81588E+11,58628590217,32.2866386
31743,1961,VGB,9338983.318,9338983.318,0,0
31744,1961,VIR,29303051.36,29303051.36,437237.8205,1.492123858
31745,1961,VNM,33351781153,33351781153,0,0
31746,1961,VUT,3832428910,3832428910,0,0
31747,1961,WSM,1102962723,1102962723,785349.9875,0.071203675
31748,1961,YEM,1930342980,1930342980,0,0
31749,1961,ZAF,1.80058E+11,1.80058E+11,33277072422,18.48134547
31750,1961,ZMB,38977467606,38977467606,80565579.43,0.206697829
31751,1961,ZWE,14490246292,14490246292,1155950361,7.977437633
31752,1961,NA,8071363525,8071363525,0,0
31753,1962,AFG,16331460902,16331460902,6768763.416,0.04144616
31754,1962,AGO,18350580764,18350580764,0,0
31755,1962,ALB,6981720191,6981720191,4222156.929,0.060474451
31756,1962,AND,474631265.5,474631265.5,0,0
31757,1962,ARE,122931159.8,122931159.8,0,0
31758,1962,ARG,1.41206E+11,1.41206E+11,24096700799,17.06488779
31759,1962,ARM,11021516898,11021516898,382193442.8,3.467702734
31760,1962,ASM,2522538123,2522538123,0,0
31761,1962,ATA,31399811.85,31399811.85,0,0
31762,1962,ATF,2627109984,2627109984,0,0
31763,1962,AUS,1.12166E+11,1.12166E+11,5790828.008,0.00516274
31764,1962,AUT,12632799987,12632799987,2042634924,16.1692968
31765,1962,AZE,11698672988,11698672988,973127360.9,8.318271327
31766,1962,BDI,1140478579,1140478579,362733881.6,31.80540944
31767,1962,BEL,3229304257,3229304257,71043977.18,2.199977814
31768,1962,BES,40883902.37,40883902.37,0,0
31769,1962,BFA,79401708.17,79401708.17,79396579.61,99.993541
31770,1962,BGD,1333561822,1333561822,0,0
31771,1962,BGR,23713397484,23713397484,974214828.8,4.108288698
31772,1962,BIH,982214131.5,982214131.5,0,0
31773,1962,BLZ,24137903141,24137903141,2803280645,11.61360466
31774,1962,BOL,1.38246E+11,1.38246E+11,2360997532,1.707826373
31775,1962,BRA,4.20208E+11,4.20208E+11,6890933027,1.639884365
31776,1962,BRN,1736355118,1736355118,218847029.9,12.60381748
31777,1962,BTN,13806202681,13806202681,0,0
31778,1962,BWA,8916372422,8916372422,0,0
31779,1962,CAF,36174744975,36174744975,35599453953,98.4096888
31780,1962,CAN,62756754478,62756754478,999201138.7,1.592181028
31781,1962,CHE,5464191470,5464191470,170311948.8,3.116873735
31782,1962,CHL,52892758432,52892758432,23776189380,44.95169109
31783,1962,CHN,7.16106E+11,7.16106E+11,0,0
31784,1962,CIV,13233237214,13233237214,190498228.7,1.439543671
31785,1962,CMR,13779322218,13779322218,0,0
31786,1962,COD,70458032007,70458032007,19273467978,27.35453635
31787,1962,COG,15310919460,15310919460,3004432703,19.62281045
31788,1962,COK,2600360.171,2600360.171,0,0
31789,1962,COL,94192789942,94192789942,162679086.8,0.17270864
31790,1962,COM,1509128138,1509128138,0,0
31791,1962,CPV,8759049410,8759049410,0,0
31792,1962,CRI,33687817760,33687817760,310826480.2,0.922667305
31793,1962,CUB,6618478570,6618478570,0,0
31794,1962,CYP,1938793668,1938793668,0,0
31795,1962,CZE,6943852822,6943852822,105103839.9,1.513624246
31796,1962,DEU,23340999970,23340999970,1096701798,4.69860674
31797,1962,DJI,548131161.6,548131161.6,0,0
31798,1962,DMA,233350928.1,233350928.1,0,0
31799,1962,DOM,7378792838,7378792838,0,0
31800,1962,DZA,1.86065E+11,1.86065E+11,0,0
31801,1962,ECU,97748622037,97748622037,0,0
31802,1962,EGY,28131495821,28131495821,0,0
31803,1962,ERI,10652979757,10652979757,4160273853,39.05267773
31804,1962,ESP,1.80743E+11,1.80743E+11,1019380646,0.563993331
31805,1962,ETH,1.2756E+11,1.2756E+11,3517679189,2.757671968
31806,1962,FIN,12288036249,12288036249,3683057396,29.9727094
31807,1962,FJI,18766331090,18766331090,139384765.8,0.742738499
31808,1962,FLK,424671618,424671618,0,0
31809,1962,FRA,40870705604,40870705604,51436544.82,0.125851864
31810,1962,FRO,15888262.24,15888262.24,0,0
31811,1962,FSM,149584532.9,149584532.9,0,0
31812,1962,GAB,27142642220,27142642220,1244026568,4.583292067
31813,1962,GBR,20261279591,20261279591,3951765262,19.50402611
31814,1962,GEO,15839349139,15839349139,1250694761,7.896124707
31815,1962,GHA,4357221634,4357221634,762282617,17.49469458
31816,1962,GIB,177399899.6,177399899.6,0,0
31817,1962,GIN,3118335866,3118335866,2123819443,68.1074629
31818,1962,GLP,392009845.6,392009845.6,0,0
31819,1962,GNQ,3312094660,3312094660,0,0
31820,1962,GRC,40993725279,40993725279,147864773.2,0.360700991
31821,1962,GRD,33433398.72,33433398.72,15470699.35,46.27318773
31822,1962,GRL,25393699318,25393699318,0,0
31823,1962,GTM,51729613845,51729613845,2385490202,4.611459519
31824,1962,GUF,22336553322,22336553322,0,0
31825,1962,GUY,2521603105,2521603105,0,0
31826,1962,HKG,776755434.9,776755434.9,0,0
31827,1962,HMD,391219532.6,391219532.6,0,0
31828,1962,HND,20013192139,20013192139,0,0
31829,1962,HRV,19831243938,19831243938,708497693.3,3.572633646
31830,1962,HTI,4709932936,4709932936,0,0
31831,1962,HUN,4994811143,4994811143,940442.062,0.018828381
31832,1962,IDN,2.44273E+11,2.44273E+11,1951869598,0.799051005
31833,1962,IND,1.50902E+11,1.50902E+11,6859537897,4.545681865
31834,1962,IRL,3395766683,3395766683,0,0
31835,1962,IRN,75916321457,75916321457,3991306785,5.257508147
31836,1962,IRQ,3770694290,3770694290,0,0
31837,1962,ISL,11275891132,11275891132,2820012689,25.00922239
31838,1962,ISR,7274151186,7274151186,0,0
31839,1962,ITA,59517508330,59517508330,2509984003,4.217219561
31840,1962,JAM,6191755671,6191755671,1270411529,20.51779166
31841,1962,JOR,7503151500,7503151500,0,0
31842,1962,JPN,3.19625E+11,3.19625E+11,20902257180,6.539620452
31843,1962,KAZ,44916991381,44916991381,724155875.4,1.612209218
31844,1962,KEN,60383752799,60383752799,28242987454,46.7724945
31845,1962,KGZ,2159779593,2159779593,714113802.8,33.06419808
31846,1962,KHM,43270945271,43270945271,0,0
31847,1962,KNA,65942608.97,65942608.97,0,0
31848,1962,KOR,1295433536,1295433536,6042383,0.46643713
31849,1962,LAO,51267444609,51267444609,0,0
31850,1962,LBN,2516835227,2516835227,101966.6988,0.004051386
31851,1962,LBR,11423112135,11423112135,241443.3344,0.002113639
31852,1962,LBY,3684771.576,3684771.576,0,0
31853,1962,LCA,240337066,240337066,91929151.3,38.25009303
31854,1962,LIE,10126161.97,10126161.97,0,0
31855,1962,LKA,4551204726,4551204726,975780502.1,21.44004853
31856,1962,LSO,2304335171,2304335171,0,0
31857,1962,LUX,232316507.7,232316507.7,35516547.2,15.28799979
31858,1962,MAR,37504179888,37504179888,746283904.9,1.989868615
31859,1962,MDA,180346636,180346636,0,0
31860,1962,MDG,88611537586,88611537586,10484422071,11.83189273
31861,1962,MEX,3.22843E+11,3.22843E+11,2572531993,0.796837123
31862,1962,MKD,8242350876,8242350876,1154183843,14.00309039
31863,1962,MLI,3285868932,3285868932,0,0
31864,1962,MMR,1.48533E+11,1.48533E+11,1169344766,0.787260571
31865,1962,MNE,1678384213,1678384213,413246225.6,24.62167021
31866,1962,MNG,71364037020,71364037020,0,0
31867,1962,MNP,16117677043,16117677043,0,0
31868,1962,MOZ,9708529683,9708529683,9603293465,98.91604372
31869,1962,MRT,1031775463,1031775463,0,0
31870,1962,MSR,16169993.68,16169993.68,0,0
31871,1962,MTQ,545233023.2,545233023.2,0,0
31872,1962,MUS,600031743.6,600031743.6,2029805.324,0.33828299
31873,1962,MWI,18328931222,18328931222,5986349820,32.66065952
31874,1962,MYS,48667368425,48667368425,6113948284,12.56272628
31875,1962,MYT,68455246203,68455246203,0,0
31876,1962,NAM,97455366828,97455366828,0,0
31877,1962,NCL,46860378857,46860378857,135441074,0.289031112
31878,1962,NER,78359754158,78359754158,0,0
31879,1962,NGA,14556010427,14556010427,0,0
31880,1962,NIC,21025366012,21025366012,24958874.04,0.118708393
31881,1962,NOR,14853619458,14853619458,0,0
31882,1962,NPL,32538373082,32538373082,0,0
31883,1962,NZL,1.91888E+11,1.91888E+11,913419502.3,0.476017005
31884,1962,OMN,9355409468,9355409468,0,0
31885,1962,PAK,20064115978,20064115978,50093961.3,0.249669417
31886,1962,PAN,23004130803,23004130803,0,0
31887,1962,PER,1.74113E+11,1.74113E+11,34831204.4,0.020004998
31888,1962,PHL,74197946484,74197946484,364894696.7,0.491785439
31889,1962,PNG,39134788419,39134788419,16165773.32,0.041307936
31890,1962,POL,5961386005,5961386005,327288593.5,5.490142615
31891,1962,PRI,1885563155,1885563155,203653558.1,10.80067552
31892,1962,PRK,1127710544,1127710544,0,0
31893,1962,PRT,13507032417,13507032417,0,0
31894,1962,PRY,4814143497,4814143497,0,0
31895,1962,PSE,1899381100,1899381100,0,0
31896,1962,PYF,126371282.6,126371282.6,0,0
31897,1962,REU,1375671690,1375671690,0,0
31898,1962,ROU,29660168249,29660168249,201950838,0.680882307
31899,1962,RUS,4.51294E+11,4.51294E+11,25542303422,5.659787274
31900,1962,RWA,5809084522,5809084522,2209364114,38.0329139
31901,1962,SAU,25307037331,25307037331,0,0
31902,1962,SDN,9534571050,9534571050,8399680300,88.09709694
31903,1962,SEN,8543309588,8543309588,8164475980,95.56572773
31904,1962,SGS,3496304723,3496304723,0,0
31905,1962,SHN,188119019.5,188119019.5,0,0
31906,1962,SJM,59328163374,59328163374,0,0
31907,1962,SLB,6998809470,6998809470,0,0
31908,1962,SLE,4209833796,4209833796,541804063.7,12.86996328
31909,1962,SLV,3202520351,3202520351,0,0
31910,1962,SOM,9617525883,9617525883,0,0
31911,1962,SRB,9924814813,9924814813,256773977.2,2.587191621
31912,1962,SSD,51819760793,51819760793,1311377725,2.53065183
31913,1962,STP,777443271.1,777443271.1,0,0
31914,1962,SUR,39376384561,39376384561,0,0
31915,1962,SVK,12886764181,12886764181,1552787.838,0.012049478
31916,1962,SVN,5008062138,5008062138,825526638.9,16.48395359
31917,1962,SWE,14249867777,14249867777,0,0
31918,1962,SWZ,1904360504,1904360504,0,0
31919,1962,SYC,141803298.1,141803298.1,0,0
31920,1962,SYR,5254678484,5254678484,0,0
31921,1962,TCD,1739715614,1739715614,0,0
31922,1962,TGO,2165621490,2165621490,2075182105,95.82386001
31923,1962,THA,81468891068,81468891068,2437618505,2.992085044
31924,1962,TJK,8531617644,8531617644,353144313,4.139242143
31925,1962,TKM,15616698481,15616698481,2738977022,17.53877124
31926,1962,TLS,5335904599,5335904599,0,0
31927,1962,TON,70322026.57,70322026.57,0,0
31928,1962,TTO,537181760.9,537181760.9,187133839.6,34.83622364
31929,1962,TUN,9491864350,9491864350,4627607128,48.75340563
31930,1962,TUR,39446693366,39446693366,0,0
31931,1962,TWN,6513135462,6513135462,0,0
31932,1962,TZA,1.79575E+11,1.79575E+11,1.127E+11,62.7590039
31933,1962,UGA,21904875127,21904875127,19917486440,90.9271855
31934,1962,UKR,3832586985,3832586985,0,0
31935,1962,USA,4.36424E+11,4.36424E+11,18747147632,4.295629939
31936,1962,UZB,15860987882,15860987882,274504624.1,1.730690586
31937,1962,VCT,214303794,214303794,32059809.28,14.95998213
31938,1962,VEN,1.81588E+11,1.81588E+11,70630602748,38.8961211
31939,1962,VGB,9338983.318,9338983.318,0,0
31940,1962,VIR,29303051.36,29303051.36,437237.8205,1.492123858
31941,1962,VNM,33351781153,33351781153,199082212.1,0.596916282
31942,1962,VUT,3832428910,3832428910,0,0
31943,1962,WSM,1102962723,1102962723,785349.9875,0.071203675
31944,1962,YEM,1930342980,1930342980,0,0
31945,1962,ZAF,1.80058E+11,1.80058E+11,34082401865,18.92860752
31946,1962,ZMB,38977467606,38977467606,80565579.43,0.206697829
31947,1962,ZWE,14490246292,14490246292,1155950361,7.977437633
31948,1962,NA,8071363525,8071363525,0,0
31949,1963,AFG,16331460902,16331460902,6768763.416,0.04144616
31950,1963,AGO,18350580764,18350580764,0,0
31951,1963,ALB,6981720191,6981720191,4222156.929,0.060474451
31952,1963,AND,474631265.5,474631265.5,0,0
31953,1963,ARE,122931159.8,122931159.8,0,0
31954,1963,ARG,1.41206E+11,1.41206E+11,24096700799,17.06488779
31955,1963,ARM,11021516898,11021516898,382193442.8,3.467702734
31956,1963,ASM,2522538123,2522538123,0,0
31957,1963,ATA,31399811.85,31399811.85,0,0
31958,1963,ATF,2627109984,2627109984,0,0
31959,1963,AUS,1.12166E+11,1.12166E+11,5831864.218,0.005199326
31960,1963,AUT,12632799987,12632799987,2046791191,16.2021974
31961,1963,AZE,11698672988,11698672988,973127360.9,8.318271327
31962,1963,BDI,1140478579,1140478579,362733881.6,31.80540944
31963,1963,BEL,3229304257,3229304257,71043977.18,2.199977814
31964,1963,BES,40883902.37,40883902.37,0,0
31965,1963,BFA,79401708.17,79401708.17,79396579.61,99.993541
31966,1963,BGD,1333561822,1333561822,0,0
31967,1963,BGR,23713397484,23713397484,982250951.3,4.142177231
31968,1963,BIH,982214131.5,982214131.5,0,0
31969,1963,BLZ,24137903141,24137903141,2815897696,11.66587537
31970,1963,BOL,1.38246E+11,1.38246E+11,2360997532,1.707826373
31971,1963,BRA,4.20208E+11,4.20208E+11,6890933027,1.639884365
31972,1963,BRN,1736355118,1736355118,218847029.9,12.60381748
31973,1963,BTN,13806202681,13806202681,0,0
31974,1963,BWA,8916372422,8916372422,0,0
31975,1963,CAF,36174744975,36174744975,35599453953,98.4096888
31976,1963,CAN,62756754478,62756754478,999201138.7,1.592181028
31977,1963,CHE,5464191470,5464191470,170311948.8,3.116873735
31978,1963,CHL,52892758432,52892758432,23776189380,44.95169109
31979,1963,CHN,7.16106E+11,7.16106E+11,0,0
31980,1963,CIV,13233237214,13233237214,190498228.7,1.439543671
31981,1963,CMR,13779322218,13779322218,0,0
31982,1963,COD,70458032007,70458032007,19273467978,27.35453635
31983,1963,COG,15310919460,15310919460,3091396805,20.1907979
31984,1963,COK,2600360.171,2600360.171,0,0
31985,1963,COL,94192789942,94192789942,162679086.8,0.17270864
31986,1963,COM,1509128138,1509128138,0,0
31987,1963,CPV,8759049410,8759049410,0,0
31988,1963,CRI,33687817760,33687817760,337594604.3,1.002126664
31989,1963,CUB,6618478570,6618478570,0,0
31990,1963,CYP,1938793668,1938793668,0,0
31991,1963,CZE,6943852822,6943852822,884879723.7,12.74335367
31992,1963,DEU,23340999970,23340999970,1106777982,4.741776203
31993,1963,DJI,548131161.6,548131161.6,0,0
31994,1963,DMA,233350928.1,233350928.1,0,0
31995,1963,DOM,7378792838,7378792838,0,0
31996,1963,DZA,1.86065E+11,1.86065E+11,0,0
31997,1963,ECU,97748622037,97748622037,0,0
31998,1963,EGY,28131495821,28131495821,0,0
31999,1963,ERI,10652979757,10652979757,4160273853,39.05267773
32000,1963,ESP,1.80743E+11,1.80743E+11,1019380646,0.563993331
32001,1963,ETH,1.2756E+11,1.2756E+11,4358867146,3.417118246
32002,1963,FIN,12288036249,12288036249,3683057396,29.9727094
32003,1963,FJI,18766331090,18766331090,139384765.8,0.742738499
32004,1963,FLK,424671618,424671618,0,0
32005,1963,FRA,40870705604,40870705604,1412231079,3.455362607
32006,1963,FRO,15888262.24,15888262.24,0,0
32007,1963,FSM,149584532.9,149584532.9,0,0
32008,1963,GAB,27142642220,27142642220,1244026568,4.583292067
32009,1963,GBR,20261279591,20261279591,4126463345,20.36625242
32010,1963,GEO,15839349139,15839349139,1250694761,7.896124707
32011,1963,GHA,4357221634,4357221634,762282617,17.49469458
32012,1963,GIB,177399899.6,177399899.6,0,0
32013,1963,GIN,3118335866,3118335866,2123819443,68.1074629
32014,1963,GLP,392009845.6,392009845.6,0,0
32015,1963,GNQ,3312094660,3312094660,0,0
32016,1963,GRC,40993725279,40993725279,147864773.2,0.360700991
32017,1963,GRD,33433398.72,33433398.72,15470699.35,46.27318773
32018,1963,GRL,25393699318,25393699318,0,0
32019,1963,GTM,51729613845,51729613845,2396095362,4.631960658
32020,1963,GUF,22336553322,22336553322,0,0
32021,1963,GUY,2521603105,2521603105,0,0
32022,1963,HKG,776755434.9,776755434.9,0,0
32023,1963,HMD,391219532.6,391219532.6,0,0
32024,1963,HND,20013192139,20013192139,0,0
32025,1963,HRV,19831243938,19831243938,769084583.3,3.878145949
32026,1963,HTI,4709932936,4709932936,0,0
32027,1963,HUN,4994811143,4994811143,940442.062,0.018828381
32028,1963,IDN,2.44273E+11,2.44273E+11,1951869598,0.799051005
32029,1963,IND,1.50902E+11,1.50902E+11,6859537897,4.545681865
32030,1963,IRL,3395766683,3395766683,0,0
32031,1963,IRN,75916321457,75916321457,3991306785,5.257508147
32032,1963,IRQ,3770694290,3770694290,0,0
32033,1963,ISL,11275891132,11275891132,2820012689,25.00922239
32034,1963,ISR,7274151186,7274151186,0,0
32035,1963,ITA,59517508330,59517508330,2509984003,4.217219561
32036,1963,JAM,6191755671,6191755671,1271336256,20.53272647
32037,1963,JOR,7503151500,7503151500,0,0
32038,1963,JPN,3.19625E+11,3.19625E+11,21211293481,6.636307623
32039,1963,KAZ,44916991381,44916991381,724155875.4,1.612209218
32040,1963,KEN,60383752799,60383752799,28242987454,46.7724945
32041,1963,KGZ,2159779593,2159779593,714113802.8,33.06419808
32042,1963,KHM,43270945271,43270945271,0,0
32043,1963,KNA,65942608.97,65942608.97,0,0
32044,1963,KOR,1295433536,1295433536,6042383,0.46643713
32045,1963,LAO,51267444609,51267444609,0,0
32046,1963,LBN,2516835227,2516835227,101966.6988,0.004051386
32047,1963,LBR,11423112135,11423112135,241443.3344,0.002113639
32048,1963,LBY,3684771.576,3684771.576,0,0
32049,1963,LCA,240337066,240337066,91929151.3,38.25009303
32050,1963,LIE,10126161.97,10126161.97,0,0
32051,1963,LKA,4551204726,4551204726,975780502.1,21.44004853
32052,1963,LSO,2304335171,2304335171,0,0
32053,1963,LUX,232316507.7,232316507.7,35516547.2,15.28799979
32054,1963,MAR,37504179888,37504179888,746283904.9,1.989868615
32055,1963,MDA,180346636,180346636,0,0
32056,1963,MDG,88611537586,88611537586,10484422071,11.83189273
32057,1963,MEX,3.22843E+11,3.22843E+11,2572531993,0.796837123
32058,1963,MKD,8242350876,8242350876,1154410917,14.00584535
32059,1963,MLI,3285868932,3285868932,0,0
32060,1963,MMR,1.48533E+11,1.48533E+11,1169344766,0.787260571
32061,1963,MNE,1678384213,1678384213,413246225.6,24.62167021
32062,1963,MNG,71364037020,71364037020,0,0
32063,1963,MNP,16117677043,16117677043,0,0
32064,1963,MOZ,9708529683,9708529683,9603293465,98.91604372
32065,1963,MRT,1031775463,1031775463,0,0
32066,1963,MSR,16169993.68,16169993.68,0,0
32067,1963,MTQ,545233023.2,545233023.2,0,0
32068,1963,MUS,600031743.6,600031743.6,2029805.324,0.33828299
32069,1963,MWI,18328931222,18328931222,5986349820,32.66065952
32070,1963,MYS,48667368425,48667368425,6124252470,12.58389896
32071,1963,MYT,68455246203,68455246203,0,0
32072,1963,NAM,97455366828,97455366828,0,0
32073,1963,NCL,46860378857,46860378857,135441074,0.289031112
32074,1963,NER,78359754158,78359754158,0,0
32075,1963,NGA,14556010427,14556010427,0,0
32076,1963,NIC,21025366012,21025366012,24958874.04,0.118708393
32077,1963,NOR,14853619458,14853619458,0,0
32078,1963,NPL,32538373082,32538373082,0,0
32079,1963,NZL,1.91888E+11,1.91888E+11,913466044.7,0.47604126
32080,1963,OMN,9355409468,9355409468,0,0
32081,1963,PAK,20064115978,20064115978,50093961.3,0.249669417
32082,1963,PAN,23004130803,23004130803,0,0
32083,1963,PER,1.74113E+11,1.74113E+11,34831204.4,0.020004998
32084,1963,PHL,74197946484,74197946484,364894696.7,0.491785439
32085,1963,PNG,39134788419,39134788419,16165773.32,0.041307936
32086,1963,POL,5961386005,5961386005,330697114.4,5.547319267
32087,1963,PRI,1885563155,1885563155,203653558.1,10.80067552
32088,1963,PRK,1127710544,1127710544,0,0
32089,1963,PRT,13507032417,13507032417,0,0
32090,1963,PRY,4814143497,4814143497,0,0
32091,1963,PSE,1899381100,1899381100,0,0
32092,1963,PYF,126371282.6,126371282.6,0,0
32093,1963,REU,1375671690,1375671690,0,0
32094,1963,ROU,29660168249,29660168249,201950838,0.680882307
32095,1963,RUS,4.51294E+11,4.51294E+11,25909333681,5.741115616
32096,1963,RWA,5809084522,5809084522,2209364114,38.0329139
32097,1963,SAU,25307037331,25307037331,0,0
32098,1963,SDN,9534571050,9534571050,8399680300,88.09709694
32099,1963,SEN,8543309588,8543309588,8164475980,95.56572773
32100,1963,SGS,3496304723,3496304723,0,0
32101,1963,SHN,188119019.5,188119019.5,0,0
32102,1963,SJM,59328163374,59328163374,0,0
32103,1963,SLB,6998809470,6998809470,0,0
32104,1963,SLE,4209833796,4209833796,541804063.7,12.86996328
32105,1963,SLV,3202520351,3202520351,0,0
32106,1963,SOM,9617525883,9617525883,0,0
32107,1963,SRB,9924814813,9924814813,256773977.2,2.587191621
32108,1963,SSD,51819760793,51819760793,1311377725,2.53065183
32109,1963,STP,777443271.1,777443271.1,0,0
32110,1963,SUR,39376384561,39376384561,0,0
32111,1963,SVK,12886764181,12886764181,1552787.838,0.012049478
32112,1963,SVN,5008062138,5008062138,825526638.9,16.48395359
32113,1963,SWE,14249867777,14249867777,0,0
32114,1963,SWZ,1904360504,1904360504,0,0
32115,1963,SYC,141803298.1,141803298.1,0,0
32116,1963,SYR,5254678484,5254678484,0,0
32117,1963,TCD,1739715614,1739715614,0,0
32118,1963,TGO,2165621490,2165621490,2075182105,95.82386001
32119,1963,THA,81468891068,81468891068,3706137967,4.549144979
32120,1963,TJK,8531617644,8531617644,353144313,4.139242143
32121,1963,TKM,15616698481,15616698481,2738977022,17.53877124
32122,1963,TLS,5335904599,5335904599,0,0
32123,1963,TON,70322026.57,70322026.57,0,0
32124,1963,TTO,537181760.9,537181760.9,187133839.6,34.83622364
32125,1963,TUN,9491864350,9491864350,4627607128,48.75340563
32126,1963,TUR,39446693366,39446693366,0,0
32127,1963,TWN,6513135462,6513135462,0,0
32128,1963,TZA,1.79575E+11,1.79575E+11,1.12768E+11,62.79679547
32129,1963,UGA,21904875127,21904875127,20011382518,91.35583929
32130,1963,UKR,3832586985,3832586985,0,0
32131,1963,USA,4.36424E+11,4.36424E+11,18786610039,4.304672163
32132,1963,UZB,15860987882,15860987882,274504624.1,1.730690586
32133,1963,VCT,214303794,214303794,32059809.28,14.95998213
32134,1963,VEN,1.81588E+11,1.81588E+11,71012328725,39.10633677
32135,1963,VGB,9338983.318,9338983.318,0,0
32136,1963,VIR,29303051.36,29303051.36,437237.8205,1.492123858
32137,1963,VNM,33351781153,33351781153,199082212.1,0.596916282
32138,1963,VUT,3832428910,3832428910,0,0
32139,1963,WSM,1102962723,1102962723,785349.9875,0.071203675
32140,1963,YEM,1930342980,1930342980,0,0
32141,1963,ZAF,1.80058E+11,1.80058E+11,34416779321,19.11431332
32142,1963,ZMB,38977467606,38977467606,80565579.43,0.206697829
32143,1963,ZWE,14490246292,14490246292,1155950361,7.977437633
32144,1963,NA,8071363525,8071363525,0,0
32145,1964,AFG,16331460902,16331460902,6768763.416,0.04144616
32146,1964,AGO,18350580764,18350580764,15231525189,83.00295988
32147,1964,ALB,6981720191,6981720191,4222156.929,0.060474451
32148,1964,AND,474631265.5,474631265.5,0,0
32149,1964,ARE,122931159.8,122931159.8,0,0
32150,1964,ARG,1.41206E+11,1.41206E+11,24096700799,17.06488779
32151,1964,ARM,11021516898,11021516898,382193442.8,3.467702734
32152,1964,ASM,2522538123,2522538123,0,0
32153,1964,ATA,31399811.85,31399811.85,0,0
32154,1964,ATF,2627109984,2627109984,0,0
32155,1964,AUS,1.12166E+11,1.12166E+11,13373704.46,0.011923159
32156,1964,AUT,12632799987,12632799987,2046791191,16.2021974
32157,1964,AZE,11698672988,11698672988,1408558684,12.04032872
32158,1964,BDI,1140478579,1140478579,362733881.6,31.80540944
32159,1964,BEL,3229304257,3229304257,71043977.18,2.199977814
32160,1964,BES,40883902.37,40883902.37,0,0
32161,1964,BFA,79401708.17,79401708.17,79396579.61,99.993541
32162,1964,BGD,1333561822,1333561822,0,0
32163,1964,BGR,23713397484,23713397484,983428194,4.147141693
32164,1964,BIH,982214131.5,982214131.5,0,0
32165,1964,BLZ,24137903141,24137903141,2815897696,11.66587537
32166,1964,BOL,1.38246E+11,1.38246E+11,2360997532,1.707826373
32167,1964,BRA,4.20208E+11,4.20208E+11,6899775426,1.641988654
32168,1964,BRN,1736355118,1736355118,218847029.9,12.60381748
32169,1964,BTN,13806202681,13806202681,0,0
32170,1964,BWA,8916372422,8916372422,0,0
32171,1964,CAF,36174744975,36174744975,35599453953,98.4096888
32172,1964,CAN,62756754478,62756754478,999232019.6,1.592230235
32173,1964,CHE,5464191470,5464191470,170311948.8,3.116873735
32174,1964,CHL,52892758432,52892758432,23776189380,44.95169109
32175,1964,CHN,7.16106E+11,7.16106E+11,0,0
32176,1964,CIV,13233237214,13233237214,190498228.7,1.439543671
32177,1964,CMR,13779322218,13779322218,0,0
32178,1964,COD,70458032007,70458032007,19273467978,27.35453635
32179,1964,COG,15310919460,15310919460,3091396805,20.1907979
32180,1964,COK,2600360.171,2600360.171,0,0
32181,1964,COL,94192789942,94192789942,4662897625,4.95037638
32182,1964,COM,1509128138,1509128138,0,0
32183,1964,CPV,8759049410,8759049410,0,0
32184,1964,CRI,33687817760,33687817760,687890465.7,2.041956147
32185,1964,CUB,6618478570,6618478570,0,0
32186,1964,CYP,1938793668,1938793668,0,0
32187,1964,CZE,6943852822,6943852822,885245865.6,12.74862657
32188,1964,DEU,23340999970,23340999970,1131676117,4.848447445
